Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS,^NSEI
2020-03-30,251.64999389648438,1593.5390625,368.1499938964844,1986.699951171875,4661.14990234375,2242.10009765625,429.50762939453125,274.75,2394.530517578125,431.75,133.14999389648438,1893.9000244140625,2975.0830078125,1333.31005859375,70.8499984741211,447.8254089355469,416.55340576171875,1524.7249755859375,831.6500244140625,412.5,1539.5296630859375,88.34740447998047,2160.306396484375,313.3999938964844,413.3999938964844,618.2837524414062,76.80000305175781,151.4145050048828,139.45396423339844,1293.699951171875,791.7371826171875,273.2278747558594,4289.8623046875,15484.923828125,77.00066375732422,63.349998474121094,152.1642608642578,1026.59521484375,622.0,186.89999389648438,16935.400390625,332.0675048828125,68.1500015258789,247.63136291503906,1769.3184814453125,522.5375366210938,936.541748046875,3076.201171875,304.7497253417969,184.14999389648438,8281.099609375
2020-03-31,251.3000030517578,1665.02587890625,379.0,2022.3499755859375,4591.2001953125,2215.800048828125,439.3223876953125,316.8999938964844,2602.8388671875,422.8500061035156,140.0500030517578,1989.050048828125,3100.773193359375,1309.5899658203125,76.55000305175781,473.2734375,433.851806640625,1597.4520263671875,861.9000244140625,441.3500061035156,1582.0933837890625,95.21222686767578,2273.19970703125,323.75,351.29998779296875,632.885009765625,81.6500015258789,163.30320739746094,143.2243194580078,1296.050048828125,801.5018920898438,283.7328186035156,4250.0703125,16119.7001953125,79.3083267211914,68.30000305175781,155.53701782226562,1109.583740234375,641.0,196.85000610351562,17546.30078125,351.6302185058594,71.05000305175781,262.7884826660156,1816.6727294921875,560.9243774414062,926.6666259765625,3234.65185546875,322.58319091796875,196.6999969482422,8597.75
2020-04-01,244.8000030517578,1601.78173828125,358.6499938964844,2051.10009765625,4501.89990234375,2219.35009765625,419.8423767089844,302.95001220703125,2482.713134765625,413.75,139.4499969482422,1877.0,3075.18798828125,1300.1600341796875,75.75,473.3231201171875,411.1352233886719,1548.9346923828125,829.6500244140625,429.8999938964844,1624.905029296875,91.18287658691406,2155.65771484375,311.1499938964844,342.25,594.7047119140625,78.94999694824219,158.26239013671875,140.04156494140625,1181.6500244140625,767.6474609375,271.68450927734375,4208.494140625,15480.7705078125,76.29423522949219,65.75,151.13778686523438,1076.408203125,635.0999755859375,186.5500030517578,16549.69921875,342.8968505859375,67.94999694824219,259.62060546875,1699.928466796875,507.0637512207031,928.9989013671875,3130.779052734375,302.08209228515625,189.5,8253.7998046875
2020-04-03,244.8000030517578,1519.5546875,325.45001220703125,2033.75,4510.75,2207.5,422.4330749511719,317.1499938964844,2481.164306640625,449.20001220703125,137.75,1901.050048828125,3126.656494140625,1268.010009765625,80.9000015258789,452.00048828125,403.43048095703125,1466.8172607421875,813.8499755859375,422.29998779296875,1567.822998046875,88.34740447998047,2130.389404296875,286.6499938964844,313.20001220703125,577.8343505859375,79.5,169.1999969482422,137.78912353515625,1140.8499755859375,767.9448852539062,279.5009765625,3975.738037109375,14937.072265625,74.92847442626953,69.8499984741211,152.7019500732422,1073.41943359375,650.1500244140625,175.5,15783.7998046875,375.2352600097656,65.30000305175781,247.3389434814453,1645.6600341796875,516.685302734375,856.3007202148438,3032.040771484375,294.5238952636719,180.0,8083.7998046875
2020-04-07,248.10000610351562,1622.3636474609375,388.8500061035156,2280.050048828125,4724.89990234375,2253.35009765625,468.517578125,351.1000061035156,2743.727783203125,492.25,140.14999389648438,2067.85009765625,3560.2626953125,1309.5999755859375,84.5,515.4713745117188,448.51568603515625,1521.2034912109375,896.0999755859375,470.5,1753.2899169921875,103.42018127441406,2417.98828125,326.1000061035156,383.8500061035156,630.4185791015625,83.0,172.6715087890625,154.8291778564453,1198.050048828125,794.711181640625,319.6288146972656,4513.0546875,16849.609375,76.81228637695312,72.9000015258789,154.46163940429688,1201.5882568359375,735.2999877929688,186.39999389648438,16634.599609375,416.5565490722656,67.25,269.22174072265625,1766.035400390625,545.4010009765625,940.3131103515625,3269.19287109375,319.7673645019531,191.89999389648438,8792.2001953125
2020-04-08,250.85000610351562,1607.5267333984375,391.3500061035156,2241.699951171875,4608.5,2332.89990234375,459.9981384277344,342.29998779296875,2686.665771484375,512.75,137.35000610351562,2168.949951171875,3659.424072265625,1315.8499755859375,85.55000305175781,509.55670166015625,460.3959045410156,1524.77392578125,888.9000244140625,476.6000061035156,1805.268310546875,100.33598327636719,2433.762939453125,318.95001220703125,399.1499938964844,623.117919921875,81.75,169.91331481933594,151.40158081054688,1187.6500244140625,800.114013671875,325.0057678222656,4656.21728515625,16683.966796875,80.25022888183594,74.44999694824219,154.80381774902344,1187.6904296875,742.7999877929688,183.0,16064.0,435.8697814941406,67.5999984741211,267.8083801269531,1696.6455078125,554.3778076171875,906.5692138671875,3246.21533203125,316.3587646484375,192.89999389648438,8748.75
2020-04-09,251.89999389648438,1649.88916015625,420.1499938964844,2435.949951171875,4820.25,2551.85009765625,486.9513854980469,344.8999938964844,2711.97802734375,579.5999755859375,140.8000030517578,2310.89990234375,3598.367431640625,1374.22998046875,87.75,527.400146484375,466.3111572265625,1665.9239501953125,925.0499877929688,472.25,1972.9962158203125,107.00183868408203,2346.137939453125,342.70001220703125,395.3999938964844,627.7055053710938,83.4000015258789,176.1905517578125,162.85951232910156,1272.9000244140625,805.7646484375,379.77081298828125,5279.16357421875,16652.81640625,82.03984832763672,77.30000305175781,160.76719665527344,1215.3863525390625,739.4500122070312,187.75,16935.30078125,453.5860290527344,74.5999984741211,277.6531982421875,1757.0322265625,540.8382568359375,1006.2128295898438,3355.470947265625,315.17315673828125,196.6999969482422,9111.900390625
2020-04-13,262.8500061035156,1679.3631591796875,418.95001220703125,2397.550048828125,4491.39990234375,2287.300048828125,510.3673095703125,350.1000061035156,2619.488037109375,592.8499755859375,145.89999389648438,2341.199951171875,3722.616943359375,1340.06005859375,86.05000305175781,541.267333984375,455.57421875,1619.069580078125,895.3499755859375,477.79998779296875,1901.79248046875,113.21997833251953,2320.621826171875,330.6499938964844,410.3999938964844,628.840087890625,83.1500015258789,172.71905517578125,164.18157958984375,1250.9000244140625,857.958984375,361.3000793457031,5236.05126953125,16415.6796875,83.49980163574219,75.05000305175781,156.3679656982422,1184.70166015625,707.75,183.5,17301.099609375,461.47100830078125,74.25,275.4112854003906,1750.1678466796875,522.5870971679688,959.56689453125,3455.20654296875,321.0517883300781,189.1999969482422,8993.849609375
2020-04-15,268.8999938964844,1716.6800537109375,417.29998779296875,2335.14990234375,4599.10009765625,2182.449951171875,508.6733703613281,353.8500061035156,2746.486572265625,592.3499755859375,146.85000610351562,2395.449951171875,3783.2265625,1331.489990234375,86.5999984741211,532.2213745117188,475.95452880859375,1561.4554443359375,863.2999877929688,471.70001220703125,1807.6961669921875,114.51335144042969,2460.168701171875,327.3500061035156,424.1000061035156,630.4678955078125,83.19999694824219,180.09005737304688,167.85398864746094,1173.75,872.53173828125,351.6414794921875,5048.884765625,17133.62109375,84.67717742919922,74.3499984741211,155.9769287109375,1145.548583984375,700.9000244140625,182.35000610351562,18138.599609375,448.34600830078125,72.9000015258789,277.9455871582031,1726.192138671875,534.2916870117188,944.87841796875,3588.8349609375,346.34466552734375,186.5500030517578,8925.2998046875
2020-04-16,267.6000061035156,1741.5579833984375,422.54998779296875,2333.550048828125,4699.60009765625,2220.0,498.6593322753906,355.3999938964844,2745.954345703125,600.4500122070312,147.39999389648438,2393.199951171875,3835.936767578125,1337.1400146484375,89.25,540.5217895507812,457.0654602050781,1590.2625732421875,879.75,489.70001220703125,1766.6190185546875,119.93557739257812,2409.28515625,342.0,435.3999938964844,615.4719848632812,84.69999694824219,177.2367706298828,167.1195068359375,1130.8499755859375,903.7590942382812,355.17633056640625,5085.05908203125,17696.603515625,89.57508087158203,75.44999694824219,159.74070739746094,1163.6806640625,685.25,188.5,18928.900390625,462.8184509277344,74.6500015258789,281.6008605957031,1707.19091796875,513.4615478515625,977.8283081054688,3527.97705078125,358.8429260253906,187.85000610351562,8992.7998046875
2020-04-17,268.1499938964844,1754.6964111328125,478.79998779296875,2379.14990234375,4999.7001953125,2308.14990234375,500.6521911621094,360.1000061035156,2741.453125,598.0,148.75,2332.199951171875,3904.395751953125,1477.0400390625,89.69999694824219,542.3110961914062,452.59173583984375,1643.9151611328125,910.2999877929688,495.5,1819.39013671875,123.51722717285156,2358.74755859375,375.54998779296875,474.45001220703125,620.3062133789062,86.0,178.90118408203125,173.63194274902344,1186.25,924.8251342773438,361.6485900878906,5455.92333984375,17132.0390625,89.95184326171875,76.30000305175781,163.99330139160156,1219.4212646484375,702.4500122070312,193.25,18946.80078125,456.2309875488281,76.8499984741211,285.9384460449219,1796.87548828125,505.72467041015625,968.1517333984375,3522.94287109375,358.94171142578125,187.0,9266.75
